Humanos Saudáveis,Humanos Infectados,Humanos Recuperados,Mosquitos Saudáveis,Mosquitos Infectados,Mortes Comuns,Mortes por Dengue,Total Pessoas,Total Mosquitos,dia,casos_ativos_reais,recuperados_reais,obitos_reais
976,6,16,172,10,387,2,998,182,47,600,1600,200
978,5,17,170,8,387,2,1000,178,48,500,1700,200
978,4,17,150,8,387,3,999,158,49,400,1700,300
978,3,18,133,8,387,3,999,141,50,300,1800,300
978,2,19,119,8,387,3,999,127,51,200,1900,300
978,2,19,112,8,387,3,999,120,52,200,1900,300
978,2,19,104,9,387,3,999,113,53,200,1900,300
978,1,20,98,9,387,3,999,107,54,100,2000,300
979,1,20,95,9,387,3,1000,104,55,100,2000,300
978,2,20,89,6,387,3,1000,95,56,200,2000,300
978,1,21,78,6,387,3,1000,84,57,100,2100,300
977,1,21,73,4,388,3,999,77,58,100,2100,300
977,1,21,69,4,388,3,999,73,59,100,2100,300
977,1,21,65,4,388,3,999,69,60,100,2100,300
977,1,21,63,4,388,3,999,67,61,100,2100,300
978,1,21,57,4,388,3,1000,61,62,100,2100,300
978,1,21,52,4,388,3,1000,56,63,100,2100,300
977,2,21,50,4,388,3,1000,54,64,200,2100,300
977,2,21,47,4,388,3,1000,51,65,200,2100,300
977,2,21,44,4,388,3,1000,48,66,200,2100,300
976,3,21,35,4,388,3,1000,39,67,300,2100,300
976,3,21,34,4,388,3,1000,38,68,300,2100,300
976,3,21,32,3,388,3,1000,35,69,300,2100,300
975,3,21,30,2,389,3,999,32,70,300,2100,300
975,3,21,23,2,389,3,999,25,71,300,2100,300
975,2,22,21,2,389,3,999,23,72,200,2200,300
975,2,22,18,2,389,3,999,20,73,200,2200,300
975,2,22,17,2,389,3,999,19,74,200,2200,300
975,2,22,17,2,389,3,999,19,75,200,2200,300
976,1,23,21,3,389,3,1000,24,76,100,2300,300
976,1,23,20,3,389,3,1000,23,77,100,2300,300
976,1,23,19,3,389,3,1000,22,78,100,2300,300
976,1,23,17,3,389,3,1000,20,79,100,2300,300
976,0,24,16,3,389,3,1000,19,80,0,2400,300
976,0,24,14,3,389,3,1000,17,81,0,2400,300
976,0,24,13,3,389,3,1000,16,82,0,2400,300
976,0,24,12,3,389,3,1000,15,83,0,2400,300
976,0,24,11,3,389,3,1000,14,84,0,2400,300
976,0,24,10,3,389,3,1000,13,85,0,2400,300
976,0,24,9,3,389,3,1000,12,86,0,2400,300
975,1,24,9,2,389,3,1000,11,87,100,2400,300
975,1,24,8,2,389,3,1000,10,88,100,2400,300
975,1,24,8,2,389,3,1000,10,89,100,2400,300
975,1,24,8,2,389,3,1000,10,90,100,2400,300
975,1,24,7,2,389,3,1000,9,91,100,2400,300
975,1,24,6,2,389,3,1000,8,92,100,2400,300
975,1,24,6,1,389,3,1000,7,93,100,2400,300
975,1,24,5,1,389,3,1000,6,94,100,2400,300
975,1,24,5,1,389,3,1000,6,95,100,2400,300
975,1,24,4,1,389,3,1000,5,96,100,2400,300
975,0,25,4,1,389,3,1000,5,97,0,2500,300
975,0,25,3,1,389,3,1000,4,98,0,2500,300
